ordering,tick,event_index,agent_id,rule_hypothesis,predicted_action,actual_action,accuracy,coherence,prediction_entropy
shuffled,68,91,agent1,Shuffled fragments do not expose a stable causal rule.,die,rest,0,1.0000,0.9630
shuffled,69,92,agent1,"The trajectory appears incoherent, so hypotheses remain tentative.",rest,eat,0,0.2500,0.9007
shuffled,69,93,agent2,No consistent transition pattern emerges from the random ordering.,rest,rest,1,0.2812,0.9007
shuffled,69,94,agent3,No consistent transition pattern emerges from the random ordering.,die,rest,0,0.7000,0.9630
shuffled,69,95,agent4,No consistent transition pattern emerges from the random ordering.,eat,eat,1,0.8000,0.9630
shuffled,2,96,agent4,No consistent transition pattern emerges from the random ordering.,rest,rest,1,0.9000,0.9630
shuffled,2,97,agent5,No consistent transition pattern emerges from the random ordering.,unknown,rest,0,1.0000,0.9630
shuffled,3,98,agent1,No consistent transition pattern emerges from the random ordering.,unknown,rest,0,1.0000,0.9630
shuffled,3,99,agent2,Shuffled fragments do not expose a stable causal rule.,rest,rest,1,0.2500,0.9007
shuffled,54,100,agent4,Shuffled fragments do not expose a stable causal rule.,move,rest,0,0.7000,0.9630
shuffled,54,101,agent5,Shuffled fragments do not expose a stable causal rule.,die,rest,0,0.8000,0.9630
shuffled,55,102,agent1,Shuffled fragments do not expose a stable causal rule.,migrate,rest,0,0.9000,0.9630
shuffled,55,103,agent2,Shuffled fragments do not expose a stable causal rule.,unknown,rest,0,1.0000,0.9630
shuffled,41,104,agent1,Shuffled fragments do not expose a stable causal rule.,unknown,rest,0,1.0000,0.9630
shuffled,41,105,agent2,No consistent transition pattern emerges from the random ordering.,move,rest,0,0.2500,0.9630
shuffled,41,106,agent3,Shuffled fragments do not expose a stable causal rule.,die,rest,0,0.2500,0.9630
shuffled,41,107,agent4,No consistent transition pattern emerges from the random ordering.,rest,rest,1,0.2500,0.9007
shuffled,7,108,agent3,"The trajectory appears incoherent, so hypotheses remain tentative.",rest,rest,1,0.2812,0.9007
shuffled,7,109,agent4,"The trajectory appears incoherent, so hypotheses remain tentative.",move,rest,0,0.7000,0.9630
shuffled,7,110,agent5,No consistent transition pattern emerges from the random ordering.,rest,rest,1,0.2812,0.9007
shuffled,8,111,agent1,Shuffled fragments do not expose a stable causal rule.,die,rest,0,0.2500,0.9630
shuffled,40,112,agent2,Shuffled fragments do not expose a stable causal rule.,die,rest,0,0.7000,0.9630
shuffled,40,113,agent3,"The trajectory appears incoherent, so hypotheses remain tentative.",eat,rest,0,0.2500,0.9630
shuffled,40,114,agent4,Shuffled fragments do not expose a stable causal rule.,eat,rest,0,0.2500,0.9630
shuffled,40,115,agent5,Shuffled fragments do not expose a stable causal rule.,move,rest,0,0.7000,0.9630
shuffled,81,116,agent5,Shuffled fragments do not expose a stable causal rule.,rest,rest,1,0.8000,0.9007
shuffled,82,117,agent1,"The trajectory appears incoherent, so hypotheses remain tentative.",move,rest,0,0.2500,0.9630
shuffled,82,118,agent2,No consistent transition pattern emerges from the random ordering.,migrate,rest,0,0.2812,0.9630
shuffled,82,119,agent3,"The trajectory appears incoherent, so hypotheses remain tentative.",die,rest,0,0.2812,0.9630
shuffled,45,120,agent5,Shuffled fragments do not expose a stable causal rule.,rest,rest,1,0.2500,0.9007
shuffled,46,121,agent1,"The trajectory appears incoherent, so hypotheses remain tentative.",eat,rest,0,0.2500,0.9630
shuffled,46,122,agent2,Shuffled fragments do not expose a stable causal rule.,migrate,rest,0,0.2500,0.9630
shuffled,46,123,agent3,No consistent transition pattern emerges from the random ordering.,rest,rest,1,0.2500,0.9007
shuffled,19,124,agent3,No consistent transition pattern emerges from the random ordering.,die,rest,0,0.7000,0.9630
shuffled,19,125,agent4,Shuffled fragments do not expose a stable causal rule.,move,rest,0,0.2500,0.9630
shuffled,19,126,agent5,Shuffled fragments do not expose a stable causal rule.,unknown,rest,0,0.7000,0.9630
shuffled,20,127,agent1,No consistent transition pattern emerges from the random ordering.,unknown,rest,0,0.2500,0.9630
shuffled,89,128,agent5,Shuffled fragments do not expose a stable causal rule.,rest,rest,1,0.2500,0.9007
shuffled,90,129,agent1,"The trajectory appears incoherent, so hypotheses remain tentative.",die,rest,0,0.2500,0.9630
shuffled,90,130,agent2,Shuffled fragments do not expose a stable causal rule.,die,rest,0,0.2500,0.9630
shuffled,90,131,agent3,No consistent transition pattern emerges from the random ordering.,die,rest,0,0.2500,0.9630
shuffled,92,132,agent2,No consistent transition pattern emerges from the random ordering.,die,rest,0,0.7000,0.9630
shuffled,92,133,agent3,Shuffled fragments do not expose a stable causal rule.,eat,rest,0,0.2500,0.9630
shuffled,92,134,agent4,No consistent transition pattern emerges from the random ordering.,move,rest,0,0.2500,0.9630
shuffled,92,135,agent5,No consistent transition pattern emerges from the random ordering.,rest,rest,1,0.7000,0.9007
shuffled,4,136,agent2,No consistent transition pattern emerges from the random ordering.,migrate,rest,0,0.8000,0.9630
shuffled,4,137,agent3,Shuffled fragments do not expose a stable causal rule.,migrate,rest,0,0.2500,0.9630
shuffled,4,138,agent4,Shuffled fragments do not expose a stable causal rule.,eat,rest,0,0.7000,0.9630
shuffled,4,139,agent5,No consistent transition pattern emerges from the random ordering.,die,rest,0,0.2500,0.9630
shuffled,82,140,agent4,"The trajectory appears incoherent, so hypotheses remain tentative.",rest,rest,1,0.2812,0.9007
shuffled,82,141,agent5,Shuffled fragments do not expose a stable causal rule.,eat,rest,0,0.2500,0.9630
shuffled,83,142,agent1,"The trajectory appears incoherent, so hypotheses remain tentative.",move,rest,0,0.2500,0.9630
shuffled,83,143,agent2,"The trajectory appears incoherent, so hypotheses remain tentative.",die,rest,0,0.7000,0.9630
shuffled,27,144,agent3,Shuffled fragments do not expose a stable causal rule.,rest,rest,1,0.2500,0.9007
shuffled,27,145,agent4,No consistent transition pattern emerges from the random ordering.,die,rest,0,0.2500,0.9630
shuffled,27,146,agent5,No consistent transition pattern emerges from the random ordering.,die,rest,0,0.7000,0.9630
shuffled,28,147,agent1,Shuffled fragments do not expose a stable causal rule.,unknown,rest,0,0.2500,0.9630
shuffled,72,148,agent2,Shuffled fragments do not expose a stable causal rule.,eat,rest,0,0.7000,0.9630
shuffled,72,149,agent3,Shuffled fragments do not expose a stable causal rule.,unknown,rest,0,0.8000,0.9630
shuffled,72,150,agent4,Shuffled fragments do not expose a stable causal rule.,rest,rest,1,0.9000,0.9007
shuffled,72,151,agent5,Shuffled fragments do not expose a stable causal rule.,unknown,rest,0,1.0000,0.9630
shuffled,18,152,agent4,Shuffled fragments do not expose a stable causal rule.,rest,rest,1,1.0000,0.9007
shuffled,18,153,agent5,"The trajectory appears incoherent, so hypotheses remain tentative.",migrate,rest,0,0.2500,0.9630
shuffled,19,154,agent1,No consistent transition pattern emerges from the random ordering.,migrate,rest,0,0.2812,0.9630
shuffled,19,155,agent2,"The trajectory appears incoherent, so hypotheses remain tentative.",migrate,rest,0,0.2812,0.9630
shuffled,78,156,agent4,Shuffled fragments do not expose a stable causal rule.,rest,rest,1,0.2500,0.9007
shuffled,78,157,agent5,"The trajectory appears incoherent, so hypotheses remain tentative.",eat,rest,0,0.2500,0.9630
shuffled,79,158,agent1,Shuffled fragments do not expose a stable causal rule.,eat,rest,0,0.2500,0.9630
shuffled,79,159,agent2,"The trajectory appears incoherent, so hypotheses remain tentative.",migrate,rest,0,0.2500,0.9630
shuffled,33,160,agent5,Shuffled fragments do not expose a stable causal rule.,eat,rest,0,0.2500,0.9630
shuffled,34,161,agent1,"The trajectory appears incoherent, so hypotheses remain tentative.",unknown,rest,0,0.2500,0.9630
shuffled,34,162,agent2,Shuffled fragments do not expose a stable causal rule.,move,rest,0,0.2500,0.9630
shuffled,34,163,agent3,Shuffled fragments do not expose a stable causal rule.,eat,rest,0,0.7000,0.9630
shuffled,98,164,agent4,No consistent transition pattern emerges from the random ordering.,rest,rest,1,0.2500,0.9007
shuffled,98,165,agent5,No consistent transition pattern emerges from the random ordering.,unknown,rest,0,0.7000,0.9630
shuffled,99,166,agent1,No consistent transition pattern emerges from the random ordering.,eat,rest,0,0.8000,0.9630
shuffled,99,167,agent2,"The trajectory appears incoherent, so hypotheses remain tentative.",rest,rest,1,0.2812,0.9007
shuffled,97,168,agent1,Shuffled fragments do not expose a stable causal rule.,rest,rest,1,0.2500,0.9007
shuffled,97,169,agent2,No consistent transition pattern emerges from the random ordering.,unknown,rest,0,0.2500,0.9630
shuffled,97,170,agent3,"The trajectory appears incoherent, so hypotheses remain tentative.",eat,rest,0,0.2812,0.9630
shuffled,97,171,agent4,Shuffled fragments do not expose a stable causal rule.,die,rest,0,0.2500,0.9630
shuffled,39,172,agent3,Shuffled fragments do not expose a stable causal rule.,rest,rest,1,0.7000,0.9007
shuffled,39,173,agent4,No consistent transition pattern emerges from the random ordering.,unknown,rest,0,0.2500,0.9630
shuffled,39,174,agent5,No consistent transition pattern emerges from the random ordering.,move,rest,0,0.7000,0.9630
shuffled,40,175,agent1,"The trajectory appears incoherent, so hypotheses remain tentative.",migrate,rest,0,0.2812,0.9630
shuffled,52,176,agent2,No consistent transition pattern emerges from the random ordering.,move,rest,0,0.2812,0.9630
shuffled,52,177,agent3,No consistent transition pattern emerges from the random ordering.,rest,rest,1,0.7000,0.9007
shuffled,52,178,agent4,"The trajectory appears incoherent, so hypotheses remain tentative.",eat,rest,0,0.2812,0.9630
shuffled,52,179,agent5,Shuffled fragments do not expose a stable causal rule.,rest,rest,1,0.2500,0.9007
shuffled,49,180,agent1,Shuffled fragments do not expose a stable causal rule.,migrate,rest,0,0.7000,0.9630
shuffled,49,181,agent2,No consistent transition pattern emerges from the random ordering.,migrate,rest,0,0.2500,0.9630
shuffled,49,182,agent3,"The trajectory appears incoherent, so hypotheses remain tentative.",rest,rest,1,0.2812,0.9007
shuffled,49,183,agent4,No consistent transition pattern emerges from the random ordering.,unknown,rest,0,0.2812,0.9630
shuffled,74,184,agent4,No consistent transition pattern emerges from the random ordering.,move,rest,0,0.7000,0.9630
shuffled,74,185,agent5,Shuffled fragments do not expose a stable causal rule.,migrate,rest,0,0.2500,0.9630
shuffled,75,186,agent1,Shuffled fragments do not expose a stable causal rule.,eat,rest,0,0.7000,0.9007
shuffled,75,187,agent2,"The trajectory appears incoherent, so hypotheses remain tentative.",eat,rest,0,0.2500,0.9007
shuffled,23,188,agent3,"The trajectory appears incoherent, so hypotheses remain tentative.",unknown,rest,0,0.7000,0.9630
shuffled,23,189,agent4,Shuffled fragments do not expose a stable causal rule.,move,rest,0,0.2500,0.9630
shuffled,23,190,agent5,No consistent transition pattern emerges from the random ordering.,unknown,rest,0,0.2500,0.9630
shuffled,24,191,agent1,"The trajectory appears incoherent, so hypotheses remain tentative.",rest,rest,1,0.2812,0.9007
shuffled,57,192,agent5,No consistent transition pattern emerges from the random ordering.,unknown,rest,0,0.2812,0.9630
shuffled,58,193,agent1,"The trajectory appears incoherent, so hypotheses remain tentative.",rest,rest,1,0.2812,0.9007
shuffled,58,194,agent2,Shuffled fragments do not expose a stable causal rule.,move,rest,0,0.2500,0.9630
shuffled,58,195,agent3,Shuffled fragments do not expose a stable causal rule.,unknown,rest,0,0.7000,0.9630
shuffled,61,196,agent1,"The trajectory appears incoherent, so hypotheses remain tentative.",move,rest,0,0.2500,0.9630
shuffled,61,197,agent2,No consistent transition pattern emerges from the random ordering.,move,rest,0,0.2812,0.9630
shuffled,61,198,agent3,"The trajectory appears incoherent, so hypotheses remain tentative.",move,rest,0,0.2812,0.9630
shuffled,61,199,agent4,"The trajectory appears incoherent, so hypotheses remain tentative.",eat,rest,0,0.7000,0.9630
shuffled,16,200,agent2,"The trajectory appears incoherent, so hypotheses remain tentative.",die,rest,0,0.8000,0.9630
shuffled,16,201,agent3,Shuffled fragments do not expose a stable causal rule.,move,rest,0,0.2500,0.9630
shuffled,16,202,agent4,No consistent transition pattern emerges from the random ordering.,rest,rest,1,0.2500,0.9007
shuffled,16,203,agent5,Shuffled fragments do not expose a stable causal rule.,eat,rest,0,0.2500,0.9630
shuffled,33,204,agent1,Shuffled fragments do not expose a stable causal rule.,rest,rest,1,0.7000,0.9007
shuffled,33,205,agent2,Shuffled fragments do not expose a stable causal rule.,eat,rest,0,0.8000,0.9630
shuffled,33,206,agent3,Shuffled fragments do not expose a stable causal rule.,rest,rest,1,0.9000,0.9007
shuffled,33,207,agent4,"The trajectory appears incoherent, so hypotheses remain tentative.",move,rest,0,0.2500,0.9630
shuffled,69,208,agent5,Shuffled fragments do not expose a stable causal rule.,rest,rest,1,0.2500,0.9007
shuffled,70,209,agent1,No consistent transition pattern emerges from the random ordering.,rest,rest,1,0.2500,0.9007
shuffled,70,210,agent2,No consistent transition pattern emerges from the random ordering.,unknown,rest,0,0.7000,0.9630
shuffled,70,211,agent3,Shuffled fragments do not expose a stable causal rule.,move,rest,0,0.2500,0.9630
shuffled,25,212,agent1,Shuffled fragments do not expose a stable causal rule.,die,rest,0,0.7000,0.9630
shuffled,25,213,agent2,Shuffled fragments do not expose a stable causal rule.,rest,rest,1,0.8000,0.9007
shuffled,25,214,agent3,"The trajectory appears incoherent, so hypotheses remain tentative.",migrate,rest,0,0.2500,0.9630
shuffled,25,215,agent4,"The trajectory appears incoherent, so hypotheses remain tentative.",migrate,rest,0,0.7000,0.9630
shuffled,97,216,agent5,"The trajectory appears incoherent, so hypotheses remain tentative.",migrate,rest,0,0.8000,0.9630
shuffled,98,217,agent1,Shuffled fragments do not expose a stable causal rule.,move,rest,0,0.2500,0.9630
shuffled,98,218,agent2,Shuffled fragments do not expose a stable causal rule.,rest,rest,1,0.7000,0.9007
shuffled,98,219,agent3,Shuffled fragments do not expose a stable causal rule.,migrate,rest,0,0.8000,0.9630
shuffled,53,220,agent5,No consistent transition pattern emerges from the random ordering.,die,rest,0,0.2500,0.9630
shuffled,54,221,agent1,No consistent transition pattern emerges from the random ordering.,rest,rest,1,0.7000,0.9007
shuffled,54,222,agent2,Shuffled fragments do not expose a stable causal rule.,rest,rest,1,0.2500,0.9007
shuffled,54,223,agent3,No consistent transition pattern emerges from the random ordering.,rest,rest,1,0.2500,0.9007
shuffled,32,224,agent2,No consistent transition pattern emerges from the random ordering.,rest,rest,1,0.7000,0.9007
shuffled,32,225,agent3,"The trajectory appears incoherent, so hypotheses remain tentative.",rest,rest,1,0.2812,0.9007
shuffled,32,226,agent4,No consistent transition pattern emerges from the random ordering.,move,rest,0,0.2812,0.9630
shuffled,32,227,agent5,Shuffled fragments do not expose a stable causal rule.,move,rest,0,0.2500,0.9630
shuffled,81,228,agent1,Shuffled fragments do not expose a stable causal rule.,eat,rest,0,0.7000,0.9630
shuffled,81,229,agent2,"The trajectory appears incoherent, so hypotheses remain tentative.",die,rest,0,0.2500,0.9630
shuffled,81,230,agent3,No consistent transition pattern emerges from the random ordering.,rest,rest,1,0.2812,0.9007
shuffled,81,231,agent4,"The trajectory appears incoherent, so hypotheses remain tentative.",eat,rest,0,0.2812,0.9630
shuffled,25,232,agent5,"The trajectory appears incoherent, so hypotheses remain tentative.",die,rest,0,0.7000,0.9630
shuffled,26,233,agent1,Shuffled fragments do not expose a stable causal rule.,move,rest,0,0.2500,0.9630
shuffled,26,234,agent2,Shuffled fragments do not expose a stable causal rule.,unknown,rest,0,0.7000,0.9630
shuffled,26,235,agent3,No consistent transition pattern emerges from the random ordering.,unknown,rest,0,0.2500,0.9630
shuffled,17,236,agent5,"The trajectory appears incoherent, so hypotheses remain tentative.",die,rest,0,0.2812,0.9630
shuffled,18,237,agent1,No consistent transition pattern emerges from the random ordering.,rest,rest,1,0.2812,0.9007
shuffled,18,238,agent2,No consistent transition pattern emerges from the random ordering.,die,rest,0,0.7000,0.9630
shuffled,18,239,agent3,No consistent transition pattern emerges from the random ordering.,die,rest,0,0.8000,0.9630
shuffled,70,240,agent4,No consistent transition pattern emerges from the random ordering.,rest,rest,1,0.9000,0.9007
shuffled,70,241,agent5,"The trajectory appears incoherent, so hypotheses remain tentative.",move,rest,0,0.2812,0.9630
shuffled,71,242,agent1,Shuffled fragments do not expose a stable causal rule.,migrate,rest,0,0.2500,0.9630
shuffled,71,243,agent2,No consistent transition pattern emerges from the random ordering.,migrate,rest,0,0.2500,0.9630
shuffled,89,244,agent1,"The trajectory appears incoherent, so hypotheses remain tentative.",rest,rest,1,0.2812,0.9007
shuffled,89,245,agent2,"The trajectory appears incoherent, so hypotheses remain tentative.",rest,rest,1,0.7000,0.9007
shuffled,89,246,agent3,No consistent transition pattern emerges from the random ordering.,migrate,rest,0,0.2812,0.9630
shuffled,89,247,agent4,"The trajectory appears incoherent, so hypotheses remain tentative.",rest,rest,1,0.2812,0.9007
shuffled,91,248,agent3,No consistent transition pattern emerges from the random ordering.,die,rest,0,0.2812,0.9630
shuffled,91,249,agent4,"The trajectory appears incoherent, so hypotheses remain tentative.",move,rest,0,0.2812,0.9630
shuffled,91,250,agent5,"The trajectory appears incoherent, so hypotheses remain tentative.",move,rest,0,0.7000,0.9630
shuffled,92,251,agent1,No consistent transition pattern emerges from the random ordering.,move,rest,0,0.2812,0.9630
shuffled,53,252,agent1,No consistent transition pattern emerges from the random ordering.,unknown,rest,0,0.7000,0.9630
shuffled,53,253,agent2,"The trajectory appears incoherent, so hypotheses remain tentative.",rest,rest,1,0.2812,0.9007
shuffled,53,254,agent3,Shuffled fragments do not expose a stable causal rule.,unknown,rest,0,0.2500,0.9630
shuffled,53,255,agent4,"The trajectory appears incoherent, so hypotheses remain tentative.",die,rest,0,0.2500,0.9630
shuffled,15,256,agent3,Shuffled fragments do not expose a stable causal rule.,rest,rest,1,0.2500,0.9007
shuffled,15,257,agent4,"The trajectory appears incoherent, so hypotheses remain tentative.",rest,rest,1,0.2500,0.9007
shuffled,15,258,agent5,No consistent transition pattern emerges from the random ordering.,unknown,rest,0,0.2812,0.9630
shuffled,16,259,agent1,No consistent transition pattern emerges from the random ordering.,rest,rest,1,0.7000,0.9007
shuffled,64,260,agent2,No consistent transition pattern emerges from the random ordering.,migrate,rest,0,0.8000,0.9630
shuffled,64,261,agent3,Shuffled fragments do not expose a stable causal rule.,rest,rest,1,0.2500,0.9007
shuffled,64,262,agent4,No consistent transition pattern emerges from the random ordering.,die,eat,0,0.2500,0.9630
shuffled,64,263,agent5,Shuffled fragments do not expose a stable causal rule.,rest,rest,1,0.2500,0.9007
shuffled,5,264,agent5,"The trajectory appears incoherent, so hypotheses remain tentative.",unknown,eat,0,0.2500,0.9630
shuffled,6,265,agent1,Shuffled fragments do not expose a stable causal rule.,rest,rest,1,0.2500,0.9007
shuffled,6,266,agent2,Shuffled fragments do not expose a stable causal rule.,die,eat,0,0.7000,0.9630
shuffled,6,267,agent3,Shuffled fragments do not expose a stable causal rule.,migrate,eat,0,0.8000,0.9630
shuffled,56,268,agent2,No consistent transition pattern emerges from the random ordering.,rest,rest,1,0.2500,0.9630
shuffled,56,269,agent3,"The trajectory appears incoherent, so hypotheses remain tentative.",die,rest,0,0.2812,0.9630
shuffled,56,270,agent4,"The trajectory appears incoherent, so hypotheses remain tentative.",rest,rest,1,0.7000,0.9630
shuffled,56,271,agent5,Shuffled fragments do not expose a stable causal rule.,move,rest,0,0.2500,0.9630
shuffled,34,272,agent4,No consistent transition pattern emerges from the random ordering.,rest,rest,1,0.2500,0.9007
shuffled,34,273,agent5,Shuffled fragments do not expose a stable causal rule.,move,rest,0,0.2500,0.9630
shuffled,35,274,agent1,No consistent transition pattern emerges from the random ordering.,die,rest,0,0.2500,0.9630
shuffled,35,275,agent2,Shuffled fragments do not expose a stable causal rule.,die,rest,0,0.2500,0.9630
shuffled,100,276,agent2,No consistent transition pattern emerges from the random ordering.,eat,rest,0,0.2500,0.9630
shuffled,100,277,agent3,No consistent transition pattern emerges from the random ordering.,unknown,rest,0,0.7000,0.9630
shuffled,100,278,agent4,"The trajectory appears incoherent, so hypotheses remain tentative.",eat,rest,0,0.2812,0.9630
shuffled,100,279,agent5,"The trajectory appears incoherent, so hypotheses remain tentative.",rest,rest,1,0.7000,0.9007
shuffled,48,280,agent2,"The trajectory appears incoherent, so hypotheses remain tentative.",rest,rest,1,0.8000,0.9007
shuffled,48,281,agent3,"The trajectory appears incoherent, so hypotheses remain tentative.",rest,rest,1,0.9000,0.9007
shuffled,48,282,agent4,Shuffled fragments do not expose a stable causal rule.,die,rest,0,0.2500,0.9630
shuffled,48,283,agent5,Shuffled fragments do not expose a stable causal rule.,rest,rest,1,0.7000,0.9007
shuffled,85,284,agent1,Shuffled fragments do not expose a stable causal rule.,migrate,rest,0,0.8000,0.9630
shuffled,85,285,agent2,Shuffled fragments do not expose a stable causal rule.,eat,eat,1,0.9000,0.9630
shuffled,85,286,agent3,Shuffled fragments do not expose a stable causal rule.,die,rest,0,1.0000,0.9630
shuffled,85,287,agent4,No consistent transition pattern emerges from the random ordering.,migrate,rest,0,0.2500,0.9630
shuffled,59,288,agent3,Shuffled fragments do not expose a stable causal rule.,move,eat,0,0.2500,0.9630
shuffled,59,289,agent4,No consistent transition pattern emerges from the random ordering.,move,eat,0,0.2500,0.9630
shuffled,59,290,agent5,Shuffled fragments do not expose a stable causal rule.,die,eat,0,0.2500,0.9630
shuffled,60,291,agent1,Shuffled fragments do not expose a stable causal rule.,unknown,eat,0,0.7000,0.9630
shuffled,1,292,agent5,Shuffled fragments do not expose a stable causal rule.,unknown,rest,0,0.8000,0.9630
shuffled,2,293,agent1,No consistent transition pattern emerges from the random ordering.,rest,move,0,0.2500,0.9630
shuffled,2,294,agent2,"The trajectory appears incoherent, so hypotheses remain tentative.",eat,eat,1,0.2812,0.9007
shuffled,2,295,agent3,No consistent transition pattern emerges from the random ordering.,unknown,eat,0,0.2812,0.9630
shuffled,1,296,agent1,Shuffled fragments do not expose a stable causal rule.,rest,eat,0,0.2500,0.9630
shuffled,1,297,agent2,"The trajectory appears incoherent, so hypotheses remain tentative.",eat,rest,0,0.2500,0.9007
shuffled,1,298,agent3,No consistent transition pattern emerges from the random ordering.,die,rest,0,0.2812,0.9630
shuffled,1,299,agent4,No consistent transition pattern emerges from the random ordering.,rest,rest,1,0.7000,0.9630
shuffled,35,300,agent3,Shuffled fragments do not expose a stable causal rule.,eat,rest,0,0.2500,0.9007
shuffled,35,301,agent4,No consistent transition pattern emerges from the random ordering.,move,rest,0,0.2500,0.9630
shuffled,35,302,agent5,Shuffled fragments do not expose a stable causal rule.,die,rest,0,0.2500,0.9630
shuffled,36,303,agent1,Shuffled fragments do not expose a stable causal rule.,migrate,rest,0,0.7000,0.9630
shuffled,62,304,agent4,Shuffled fragments do not expose a stable causal rule.,move,rest,0,0.8000,0.9630
shuffled,62,305,agent5,"The trajectory appears incoherent, so hypotheses remain tentative.",rest,rest,1,0.2500,0.9007
shuffled,63,306,agent1,"The trajectory appears incoherent, so hypotheses remain tentative.",rest,rest,1,0.7000,0.9007
shuffled,63,307,agent2,Shuffled fragments do not expose a stable causal rule.,die,eat,0,0.2500,0.9630
shuffled,63,308,agent3,"The trajectory appears incoherent, so hypotheses remain tentative.",rest,eat,0,0.2500,0.9007
shuffled,63,309,agent4,Shuffled fragments do not expose a stable causal rule.,migrate,eat,0,0.2500,0.9630
shuffled,63,310,agent5,Shuffled fragments do not expose a stable causal rule.,rest,eat,0,0.7000,0.9007
shuffled,64,311,agent1,No consistent transition pattern emerges from the random ordering.,rest,rest,1,0.2500,0.9007
shuffled,36,312,agent2,Shuffled fragments do not expose a stable causal rule.,move,rest,0,0.2500,0.9630
shuffled,36,313,agent3,Shuffled fragments do not expose a stable causal rule.,migrate,rest,0,0.7000,0.9630
shuffled,36,314,agent4,Shuffled fragments do not expose a stable causal rule.,unknown,rest,0,0.8000,0.9630
shuffled,36,315,agent5,"The trajectory appears incoherent, so hypotheses remain tentative.",move,rest,0,0.2500,0.9630
shuffled,77,316,agent5,Shuffled fragments do not expose a stable causal rule.,eat,rest,0,0.2500,0.9630
shuffled,78,317,agent1,"The trajectory appears incoherent, so hypotheses remain tentative.",die,rest,0,0.2500,0.9630
shuffled,78,318,agent2,No consistent transition pattern emerges from the random ordering.,move,rest,0,0.2812,0.9630
shuffled,78,319,agent3,Shuffled fragments do not expose a stable causal rule.,unknown,rest,0,0.2500,0.9630
shuffled,14,320,agent4,No consistent transition pattern emerges from the random ordering.,migrate,rest,0,0.2500,0.9630
shuffled,14,321,agent5,Shuffled fragments do not expose a stable causal rule.,move,rest,0,0.2500,0.9630
shuffled,15,322,agent1,Shuffled fragments do not expose a stable causal rule.,rest,rest,1,0.7000,0.9007
shuffled,15,323,agent2,"The trajectory appears incoherent, so hypotheses remain tentative.",migrate,rest,0,0.2500,0.9630
shuffled,37,324,agent5,"The trajectory appears incoherent, so hypotheses remain tentative.",rest,rest,1,0.7000,0.9007
shuffled,38,325,agent1,"The trajectory appears incoherent, so hypotheses remain tentative.",die,rest,0,0.8000,0.9630
shuffled,38,326,agent2,Shuffled fragments do not expose a stable causal rule.,move,rest,0,0.2500,0.9630
shuffled,38,327,agent3,"The trajectory appears incoherent, so hypotheses remain tentative.",rest,rest,1,0.2500,0.9007
shuffled,13,328,agent5,No consistent transition pattern emerges from the random ordering.,rest,rest,1,0.2812,0.9007
shuffled,14,329,agent1,Shuffled fragments do not expose a stable causal rule.,die,rest,0,0.2500,0.9630
shuffled,14,330,agent2,Shuffled fragments do not expose a stable causal rule.,eat,rest,0,0.7000,0.9630
shuffled,14,331,agent3,No consistent transition pattern emerges from the random ordering.,rest,rest,1,0.2500,0.9007
shuffled,21,332,agent1,Shuffled fragments do not expose a stable causal rule.,move,rest,0,0.2500,0.9630
shuffled,21,333,agent2,No consistent transition pattern emerges from the random ordering.,rest,rest,1,0.2500,0.9007
shuffled,21,334,agent3,Shuffled fragments do not expose a stable causal rule.,move,rest,0,0.2500,0.9630
shuffled,21,335,agent4,Shuffled fragments do not expose a stable causal rule.,rest,rest,1,0.7000,0.9007
shuffled,73,336,agent5,"The trajectory appears incoherent, so hypotheses remain tentative.",rest,rest,1,0.2500,0.9007
shuffled,74,337,agent1,No consistent transition pattern emerges from the random ordering.,eat,rest,0,0.2812,0.9630
shuffled,74,338,agent2,Shuffled fragments do not expose a stable causal rule.,rest,rest,1,0.2500,0.9007
shuffled,74,339,agent3,No consistent transition pattern emerges from the random ordering.,eat,rest,0,0.2500,0.9630
shuffled,45,340,agent1,"The trajectory appears incoherent, so hypotheses remain tentative.",eat,rest,0,0.2812,0.9630
shuffled,45,341,agent2,Shuffled fragments do not expose a stable causal rule.,rest,rest,1,0.2500,0.9007
shuffled,45,342,agent3,"The trajectory appears incoherent, so hypotheses remain tentative.",unknown,rest,0,0.2500,0.9630
shuffled,45,343,agent4,Shuffled fragments do not expose a stable causal rule.,migrate,rest,0,0.2500,0.9630
shuffled,17,344,agent1,No consistent transition pattern emerges from the random ordering.,rest,rest,1,0.2500,0.9007
shuffled,17,345,agent2,Shuffled fragments do not expose a stable causal rule.,die,rest,0,0.2500,0.9630
shuffled,17,346,agent3,"The trajectory appears incoherent, so hypotheses remain tentative.",migrate,rest,0,0.2500,0.9630
shuffled,17,347,agent4,No consistent transition pattern emerges from the random ordering.,rest,rest,1,0.2812,0.9007
shuffled,30,348,agent4,Shuffled fragments do not expose a stable causal rule.,eat,rest,0,0.2500,0.9630
shuffled,30,349,agent5,No consistent transition pattern emerges from the random ordering.,rest,rest,1,0.2500,0.9007
shuffled,31,350,agent1,No consistent transition pattern emerges from the random ordering.,move,rest,0,0.7000,0.9630
shuffled,31,351,agent2,Shuffled fragments do not expose a stable causal rule.,eat,rest,0,0.2500,0.9630
shuffled,24,352,agent2,Shuffled fragments do not expose a stable causal rule.,die,rest,0,0.7000,0.9630
shuffled,24,353,agent3,No consistent transition pattern emerges from the random ordering.,unknown,rest,0,0.2500,0.9630
